timestamp,project,application,micro_application,title,description,steps,expected_result,actual_result,status,remarks,comments
2026-01-30 14:06:59,Hitachi Tower Track,Demand Insights,Market Intelligence,Demand Insights End-to-End Validation,Date Nov 2020,Click on Date Nov 2020,Date Nov 2020 should be clickable,Clicked on 'Date Nov 2020' successfully,PASS,,
2026-01-30 14:07:00,Hitachi Tower Track,Demand Insights,Market Intelligence,Demand Insights End-to-End Validation,Date Jun 2022,Click on Date Jun 2022,Date Jun 2022 should be clickable,Clicked on 'Date Jun 2022' successfully,PASS,,
2026-01-30 14:07:01,Hitachi Tower Track,Demand Insights,Market Intelligence,Demand Insights End-to-End Validation,Open market indicator popup,Click on Open market indicator popup,Open market indicator popup should be clickable,Clicked on 'Open market indicator popup' successfully,PASS,,
2026-01-30 14:07:15,Hitachi Tower Track,Demand Insights,Market Intelligence,Demand Insights End-to-End Validation,Home menu,Click on Home menu,Home menu should be clickable,Clicked on 'Home menu' successfully,PASS,,
2026-01-30 14:07:17,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Demand Intelligence expand icon,Click on Demand Intelligence expand icon,Demand Intelligence expand icon should be clickable,Clicked on 'Demand Intelligence expand icon' successfully,PASS,,
2026-01-30 14:07:19,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Predicted Power Nov 2027,Click on Predicted Power Nov 2027,Predicted Power Nov 2027 should be clickable,Clicked on 'Predicted Power Nov 2027' successfully,PASS,,
2026-01-30 14:07:20,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Predicted Power Oct 2027,Click on Predicted Power Oct 2027,Predicted Power Oct 2027 should be clickable,Clicked on 'Predicted Power Oct 2027' successfully,PASS,,
2026-01-30 14:07:21,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Predicted Power Jul 2027,Click on Predicted Power Jul 2027,Predicted Power Jul 2027 should be clickable,Clicked on 'Predicted Power Jul 2027' successfully,PASS,,
2026-01-30 14:07:22,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Predicted Power Mar 2027,Click on Predicted Power Mar 2027,Predicted Power Mar 2027 should be clickable,Clicked on 'Predicted Power Mar 2027' successfully,PASS,,
2026-01-30 14:07:23,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Open date filter,Click on Open date filter,Open date filter should be clickable,Clicked on 'Open date filter' successfully,PASS,,
2026-01-30 14:07:24,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Start date,Enter value in Start date,Start date should accept input,Entered value '2023-01-02' successfully,PASS,,
2026-01-30 14:07:26,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,End date,Enter value in End date,End date should accept input,Entered value '2027-12-30' successfully,PASS,,
2026-01-30 14:07:27,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Granularity dropdown,Select 2 from Granularity dropdown,2 should be selectable,Selected '2' successfully,PASS,,
2026-01-30 14:07:28,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Metric dropdown,Select 2 from Metric dropdown,2 should be selectable,Selected '2' successfully,PASS,,
2026-01-30 14:07:29,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Search demand data,Click on Search demand data,Search demand data should be clickable,Clicked on 'Search demand data' successfully,PASS,,
2026-01-30 14:07:33,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Aug 2027 data point,Click on Aug 2027 data point,Aug 2027 data point should be clickable,Clicked on 'Aug 2027 data point' successfully,PASS,,
2026-01-30 14:07:34,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Jun 2027 data point,Click on Jun 2027 data point,Jun 2027 data point should be clickable,Clicked on 'Jun 2027 data point' successfully,PASS,,
2026-01-30 14:07:35,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Expand actual vs predicted chart,Click on Expand actual vs predicted chart,Expand actual vs predicted chart should be clickable,Clicked on 'Expand actual vs predicted chart' successfully,PASS,,
2026-01-30 14:07:36,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Dec 2027 data point,Click on Dec 2027 data point,Dec 2027 data point should be clickable,Clicked on 'Dec 2027 data point' successfully,PASS,,
2026-01-30 14:07:37,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Open factor analysis,Click on Open factor analysis,Open factor analysis should be clickable,Clicked on 'Open factor analysis' successfully,PASS,,
2026-01-30 14:07:38,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Factor dropdown,Select 2 from Factor dropdown,2 should be selectable,Selected '2' successfully,PASS,,
2026-01-30 14:07:39,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Factor start date,Enter value in Factor start date,Factor start date should accept input,Entered value '2023-01-03' successfully,PASS,,
2026-01-30 14:07:40,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Factor end date,Enter value in Factor end date,Factor end date should accept input,Entered value '2027-12-31' successfully,PASS,,
2026-01-30 14:07:42,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Search factor data,Click on Search factor data,Search factor data should be clickable,Clicked on 'Search factor data' successfully,PASS,,
2026-01-30 14:07:43,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Jan 2023 bar,Click on Jan 2023 bar,Jan 2023 bar should be clickable,Clicked on 'Jan 2023 bar' successfully,PASS,,
2026-01-30 14:07:44,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,GDP negative impact,Click on GDP negative impact,GDP negative impact should be clickable,Clicked on 'GDP negative impact' successfully,PASS,,
2026-01-30 14:07:45,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,GDP positive impact,Click on GDP positive impact,GDP positive impact should be clickable,Clicked on 'GDP positive impact' successfully,PASS,,
2026-01-30 14:07:46,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Close factor popup,Click on Close factor popup,Close factor popup should be clickable,Clicked on 'Close factor popup' successfully,PASS,,
2026-01-30 14:07:47,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Open retail analysis,Click on Open retail analysis,Open retail analysis should be clickable,Clicked on 'Open retail analysis' successfully,PASS,,
2026-01-30 14:07:48,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail start date,Enter value in Retail start date,Retail start date should accept input,Entered value '2023-01-02' successfully,PASS,,
2026-01-30 14:07:50,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail end date,Enter value in Retail end date,Retail end date should accept input,Entered value '2025-02-27' successfully,PASS,,
2026-01-30 14:07:51,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail indicator,Select FEDFUNDS from Retail indicator,FEDFUNDS should be selectable,Selected 'FEDFUNDS' successfully,PASS,,
2026-01-30 14:07:52,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail category,Select C2 from Retail category,C2 should be selectable,Selected 'C2' successfully,PASS,,
2026-01-30 14:07:53,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail frequency,Select F2 from Retail frequency,F2 should be selectable,Selected 'F2' successfully,PASS,,
2026-01-30 14:07:54,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Search retail data,Click on Search retail data,Search retail data should be clickable,Clicked on 'Search retail data' successfully,PASS,,
2026-01-30 14:07:55,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Retail July 2019,Click on Retail July 2019,Retail July 2019 should be clickable,Clicked on 'Retail July 2019' successfully,PASS,,
2026-01-30 14:07:56,Hitachi Tower Track,Demand Insights,Demand Intelligence,Demand Insights End-to-End Validation,Home menu (exit Demand Intelligence),Click on Home menu (exit Demand Intelligence),Home menu (exit Demand Intelligence) should be clickable,Clicked on 'Home menu (exit Demand Intelligence)' successfully,PASS,,
2026-01-30 14:08:01,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Jan 2030 data point,Click on Jan 2030 data point,Jan 2030 data point should be clickable,Clicked on 'Jan 2030 data point' successfully,PASS,,
2026-01-30 14:08:02,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Nov 2029 data point,Click on Nov 2029 data point,Nov 2029 data point should be clickable,Clicked on 'Nov 2029 data point' successfully,PASS,,
2026-01-30 14:08:03,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Open date filter,Click on Open date filter,Open date filter should be clickable,Clicked on 'Open date filter' successfully,PASS,,
2026-01-30 14:08:04,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Start date,Enter value in Start date,Start date should accept input,Entered value '2023-01-02' successfully,PASS,,
2026-01-30 14:08:05,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,End date,Enter value in End date,End date should accept input,Entered value '2030-12-30' successfully,PASS,,
2026-01-30 14:08:06,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Granularity dropdown,Select 2 from Granularity dropdown,2 should be selectable,Selected '2' successfully,PASS,,
2026-01-30 14:08:07,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Metric dropdown,Select 2 from Metric dropdown,2 should be selectable,Selected '2' successfully,PASS,,
2026-01-30 14:08:08,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Search procurement data,Click on Search procurement data,Search procurement data should be clickable,Clicked on 'Search procurement data' successfully,PASS,,
2026-01-30 14:08:12,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Jun 2028 data point,Click on Jun 2028 data point,Jun 2028 data point should be clickable,Clicked on 'Jun 2028 data point' successfully,PASS,,
2026-01-30 14:08:13,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Close impact popup,Click on Close impact popup,Close impact popup should be clickable,Clicked on 'Close impact popup' successfully,PASS,,
2026-01-30 14:08:14,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Open rate analysis,Click on Open rate analysis,Open rate analysis should be clickable,Clicked on 'Open rate analysis' successfully,PASS,,
2026-01-30 14:08:15,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Rate start date,Enter value in Rate start date,Rate start date should accept input,Entered value '2023-01-02' successfully,PASS,,
2026-01-30 14:08:16,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Rate end date,Enter value in Rate end date,Rate end date should accept input,Entered value '2025-02-27' successfully,PASS,,
2026-01-30 14:08:17,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Indicator dropdown,Select FEDFUNDS from Indicator dropdown,FEDFUNDS should be selectable,Selected 'FEDFUNDS' successfully,PASS,,
2026-01-30 14:08:18,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Category dropdown,Select C2 from Category dropdown,C2 should be selectable,Selected 'C2' successfully,PASS,,
2026-01-30 14:08:19,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Frequency dropdown,Select F2 from Frequency dropdown,F2 should be selectable,Selected 'F2' successfully,PASS,,
2026-01-30 14:08:21,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Search rate data,Click on Search rate data,Search rate data should be clickable,Clicked on 'Search rate data' successfully,PASS,,
2026-01-30 14:08:24,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Rate data point 1,Click on Rate data point 1,Rate data point 1 should be clickable,Clicked on 'Rate data point 1' successfully,PASS,,
2026-01-30 14:08:26,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Rate data point 2,Click on Rate data point 2,Rate data point 2 should be clickable,Clicked on 'Rate data point 2' successfully,PASS,,
2026-01-30 14:08:27,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Rate data point 3,Click on Rate data point 3,Rate data point 3 should be clickable,Clicked on 'Rate data point 3' successfully,PASS,,
2026-01-30 14:08:28,Hitachi Tower Track,Demand Insights,Procurement,Demand Insights End-to-End Validation,Home menu (exit Procurement),Click on Home menu (exit Procurement),Home menu (exit Procurement) should be clickable,Clicked on 'Home menu (exit Procurement)' successfully,PASS,,
2026-01-30 14:08:29,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Pricing chart expand,Click on Pricing chart expand,Pricing chart expand should be clickable,Clicked on 'Pricing chart expand' successfully,PASS,,
2026-01-30 14:08:30,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue curve point 45k,Click on Revenue curve point 45k,Revenue curve point 45k should be clickable,Clicked on 'Revenue curve point 45k' successfully,PASS,,
2026-01-30 14:08:31,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue curve point 60k,Click on Revenue curve point 60k,Revenue curve point 60k should be clickable,Clicked on 'Revenue curve point 60k' successfully,PASS,,
2026-01-30 14:08:32,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue curve point 70k,Click on Revenue curve point 70k,Revenue curve point 70k should be clickable,Clicked on 'Revenue curve point 70k' successfully,PASS,,
2026-01-30 14:08:33,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue curve point 60k low,Click on Revenue curve point 60k low,Revenue curve point 60k low should be clickable,Clicked on 'Revenue curve point 60k low' successfully,PASS,,
2026-01-30 14:08:34,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Open price slider,Click on Open price slider,Open price slider should be clickable,Clicked on 'Open price slider' successfully,PASS,,
2026-01-30 14:08:35,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,20% price point,Click on 20% price point,20% price point should be clickable,Clicked on '20% price point' successfully,PASS,,
2026-01-30 14:08:36,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,30% price point,Click on 30% price point,30% price point should be clickable,Clicked on '30% price point' successfully,PASS,,
2026-01-30 14:08:37,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,80% price point,Click on 80% price point,80% price point should be clickable,Clicked on '80% price point' successfully,PASS,,
2026-01-30 14:08:38,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Switch revenue view,Click on Switch revenue view,Switch revenue view should be clickable,Clicked on 'Switch revenue view' successfully,PASS,,
2026-01-30 14:08:39,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue 13M,Click on Revenue 13M,Revenue 13M should be clickable,Clicked on 'Revenue 13M' successfully,PASS,,
2026-01-30 14:08:40,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue 11.5M,Click on Revenue 11.5M,Revenue 11.5M should be clickable,Clicked on 'Revenue 11.5M' successfully,PASS,,
2026-01-30 14:08:41,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue 10.5M,Click on Revenue 10.5M,Revenue 10.5M should be clickable,Clicked on 'Revenue 10.5M' successfully,PASS,,
2026-01-30 14:08:42,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Revenue 10M,Click on Revenue 10M,Revenue 10M should be clickable,Clicked on 'Revenue 10M' successfully,PASS,,
2026-01-30 14:08:43,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Open cost breakdown,Click on Open cost breakdown,Open cost breakdown should be clickable,Clicked on 'Open cost breakdown' successfully,PASS,,
2026-01-30 14:08:44,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR incl point 1,Click on DLR incl point 1,DLR incl point 1 should be clickable,Clicked on 'DLR incl point 1' successfully,PASS,,
2026-01-30 14:08:45,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR incl point 2,Click on DLR incl point 2,DLR incl point 2 should be clickable,Clicked on 'DLR incl point 2' successfully,PASS,,
2026-01-30 14:08:46,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR incl point 3,Click on DLR incl point 3,DLR incl point 3 should be clickable,Clicked on 'DLR incl point 3' successfully,PASS,,
2026-01-30 14:08:48,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR incl point 4,Click on DLR incl point 4,DLR incl point 4 should be clickable,Clicked on 'DLR incl point 4' successfully,PASS,,
2026-01-30 14:08:49,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR incl point 5,Click on DLR incl point 5,DLR incl point 5 should be clickable,Clicked on 'DLR incl point 5' successfully,PASS,,
2026-01-30 14:08:50,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,IRM point 1,Click on IRM point 1,IRM point 1 should be clickable,Clicked on 'IRM point 1' successfully,PASS,,
2026-01-30 14:08:51,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,IRM point 2,Click on IRM point 2,IRM point 2 should be clickable,Clicked on 'IRM point 2' successfully,PASS,,
2026-01-30 14:08:52,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,IRM point 3,Click on IRM point 3,IRM point 3 should be clickable,Clicked on 'IRM point 3' successfully,PASS,,
2026-01-30 14:08:53,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR Turnkey point 1,Click on DLR Turnkey point 1,DLR Turnkey point 1 should be clickable,Clicked on 'DLR Turnkey point 1' successfully,PASS,,
2026-01-30 14:08:54,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,DLR Turnkey point 2,Click on DLR Turnkey point 2,DLR Turnkey point 2 should be clickable,Clicked on 'DLR Turnkey point 2' successfully,PASS,,
2026-01-30 14:08:55,Hitachi Tower Track,Demand Insights,Pricing,Demand Insights End-to-End Validation,Home menu (exit Pricing),Click on Home menu (exit Pricing),Home menu (exit Pricing) should be clickable,Clicked on 'Home menu (exit Pricing)' successfully,PASS,,
2026-01-30 14:08:56,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Go button,Click on Go button,Go button should be clickable,Clicked on 'Go button' successfully,PASS,,
2026-01-30 14:08:58,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Identified Trends,Click on Identified Trends,Identified Trends should be clickable,Clicked on 'Identified Trends' successfully,PASS,,
2026-01-30 14:08:59,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Emerging Business,Click on Emerging Business,Emerging Business should be clickable,Clicked on 'Emerging Business' successfully,PASS,,
2026-01-30 14:09:00,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Strategic Recommendations,Click on Strategic Recommendations,Strategic Recommendations should be clickable,Clicked on 'Strategic Recommendations' successfully,PASS,,
2026-01-30 14:09:01,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Turning Points And Timeline,Click on Turning Points And Timeline,Turning Points And Timeline should be clickable,Clicked on 'Turning Points And Timeline' successfully,PASS,,
2026-01-30 14:09:02,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Quantitative Forecasts,Click on Quantitative Forecasts,Quantitative Forecasts should be clickable,Clicked on 'Quantitative Forecasts' successfully,PASS,,
2026-01-30 14:09:03,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Microsoft Mount data,Click on Microsoft Mount data,Microsoft Mount data should be clickable,Clicked on 'Microsoft Mount data' successfully,PASS,,
2026-01-30 14:09:06,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Chart rect interaction,Click on Chart rect interaction,Chart rect interaction should be clickable,Clicked on 'Chart rect interaction' successfully,PASS,,
2026-01-30 14:09:07,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Great Lakes data 1,Click on Great Lakes data 1,Great Lakes data 1 should be clickable,Clicked on 'Great Lakes data 1' successfully,PASS,,
2026-01-30 14:09:08,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Great Lakes data 2,Click on Great Lakes data 2,Great Lakes data 2 should be clickable,Clicked on 'Great Lakes data 2' successfully,PASS,,
2026-01-30 14:09:09,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Great Lakes data 3,Click on Great Lakes data 3,Great Lakes data 3 should be clickable,Clicked on 'Great Lakes data 3' successfully,PASS,,
2026-01-30 14:09:10,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Conclusion,Click on Conclusion,Conclusion should be clickable,Clicked on 'Conclusion' successfully,PASS,,
2026-01-30 14:09:11,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Back to report list,Click on Back to report list,Back to report list should be clickable,Clicked on 'Back to report list' successfully,PASS,,
2026-01-30 14:09:12,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Report icon,Click on Report icon,Report icon should be clickable,Clicked on 'Report icon' successfully,PASS,,
2026-01-30 14:09:13,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Energy type dropdown,Select nuclear from Energy type dropdown,nuclear should be selectable,Selected 'nuclear' successfully,PASS,,
2026-01-30 14:09:14,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Go nuclear report,Click on Go nuclear report,Go nuclear report should be clickable,Clicked on 'Go nuclear report' successfully,PASS,,
2026-01-30 14:09:16,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Identified Regulatory Risks,Click on Identified Regulatory Risks,Identified Regulatory Risks should be clickable,Clicked on 'Identified Regulatory Risks' successfully,PASS,,
2026-01-30 14:09:17,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Key US Nuclear Policies,Click on Key US Nuclear Policies,Key US Nuclear Policies should be clickable,Clicked on 'Key US Nuclear Policies' successfully,PASS,,
2026-01-30 14:09:19,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Quantitative Forecasts,Click on Quantitative Forecasts,Quantitative Forecasts should be clickable,Clicked on 'Quantitative Forecasts' successfully,PASS,,
2026-01-30 14:09:20,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,DOE Uranium data 1,Click on DOE Uranium data 1,DOE Uranium data 1 should be clickable,Clicked on 'DOE Uranium data 1' successfully,PASS,,
2026-01-30 14:09:21,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,DOE Uranium data 2,Click on DOE Uranium data 2,DOE Uranium data 2 should be clickable,Clicked on 'DOE Uranium data 2' successfully,PASS,,
2026-01-30 14:09:22,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,DOE Uranium data 3,Click on DOE Uranium data 3,DOE Uranium data 3 should be clickable,Clicked on 'DOE Uranium data 3' successfully,PASS,,
2026-01-30 14:09:23,Hitachi Tower Track,Demand Insights,Report,Demand Insights End-to-End Validation,Strategic Opportunities,Click on Strategic Opportunities,Strategic Opportunities should be clickable,Clicked on 'Strategic Opportunities' successfully,PASS,,
